PeakID	Chr	Start	End	Strand	Peak.Score	Focus.Ratio.Region.Size	Annotation	Detailed.Annotation	Distance.to.TSS	Nearest.PromoterID	Entrez.ID	Nearest.Unigene	Nearest.Refseq	Nearest.Ensembl	Gene.Name	Gene.Alias	Gene.Description	Gene.Type	ZT1_1_BAT	ZT1_2_BAT	ZT1_3_BAT	ZT5_1_BAT	ZT5_2_BAT	ZT5_3_BAT	ZT9_1_BAT	ZT9_2_BAT	ZT9_3_BAT	ZT13_1_BAT	ZT13_2_BAT	ZT13_3_BAT	ZT17_1_BAT	ZT17_2_BAT	ZT17_3_BAT	ZT21_1_BAT	ZT21_2_BAT	ZT21_3_BAT	LAG	BH.Q	ZT_bin
chr3-1069	chr3	52685850	52686000	+	33.9	0	Intergenic	Intergenic	-53799	NR_038079	329639	Mm.131245	NR_038079	ENSMUSG00000102785	Gm2447	100039832|A530017F20	predicted gene 2447	ncRNA	72	106	193	124	125	176	158	217	106	129	119	80	58	102	190	65	61	88	8	0.0546578553591281	ZT9
chr5-1371	chr5	87426848	87426998	+	33.9	0	Intergenic	Lx8|LINE|L1	-2720	NM_133894	100559	Mm.212589	NM_133894	ENSMUSG00000061906	Ugt2b38	9430041C03Rik|AA986709	UDP glucuronosyltransferase 2 family, polypeptide B38	protein-coding	62	104	165	100	108	126	187	107	78	54	88	73	105	156	189	157	147	160	22	0.0649073511596943	ZT21
chr18-736	chr18	75272887	75273037	+	33.9	0	intron (NM_027727, intron 16 of 16)	intron (NM_027727, intron 16 of 16)	24355	NR_045394	100503117	Mm.250517	NR_045393	ENSMUSG00000102047	2010010A06Rik	5033420E22Rik	RIKEN cDNA 2010010A06 gene	ncRNA	69	91	162	100	96	125	142	128	57	98	99	64	91	169	242	119	139	179	20	0.0071053784429439	ZT21
chr11-1635	chr11	55214267	55214417	+	33.9	0	intron (NM_153139, intron 2 of 10)	intron (NM_153139, intron 2 of 10)	10002	NM_153139	215335	Mm.35732	NM_153139	ENSMUSG00000020261	Slc36a1	5830411H19Rik|AI839897|Pat1	solute carrier family 36 (proton/amino acid symporter), member 1	protein-coding	80	100	169	107	102	172	158	142	67	82	102	86	84	129	224	116	137	107	0	0.0649073511596943	ZT1
chr2-1623	chr2	155729399	155729549	+	33.9	0	promoter-TSS (NM_145537)	promoter-TSS (NM_145537)	1	NM_145537	108687	Mm.273706	NM_145537	ENSMUSG00000038312	Edem2	9530090G24Rik|AI327354	ER degradation enhancer, mannosidase alpha-like 2	protein-coding	84	103	136	104	125	183	161	144	79	82	109	79	78	129	208	107	122	135	2	0.0206133492264304	ZT1
chr4-1460	chr4	145200132	145200282	+	33.9	0	Intergenic	Intergenic	-5202	NM_001276465	230895	Mm.240310	NM_001033190	ENSMUSG00000020220	Vps13d	-	vacuolar protein sorting 13D	protein-coding	75	98	165	96	88	164	123	138	58	90	82	88	82	175	242	105	156	136	22	0.0310391655363696	ZT21
chr10-1247	chr10	112605720	112605870	+	33.9	0	Intergenic	MTD|LTR|ERVL-MaLR	-121131	NR_040579	69355	Mm.84337	NR_040579	ENSMUSG00000100314	1700010J16Rik	-	RIKEN cDNA 1700010J16 gene	ncRNA	52	75	138	74	86	146	153	138	75	86	94	96	80	203	242	133	134	159	18	0.077236599220546	ZT17
chr17-986	chr17	57259919	57260069	+	33.9	0	intron (NM_001242390, intron 11 of 14)	intron (NM_001242390, intron 11 of 14)	10543	NM_001242389	106628	Mm.37368	NM_134125	ENSMUSG00000019487	Trip10	AI646975|Cip4	thyroid hormone receptor interactor 10	protein-coding	43	71	90	81	76	105	207	166	90	121	151	138	120	168	254	102	103	80	14	0.00177115326772019	ZT13
chr9-1188	chr9	22107489	22107639	+	33.8	0	intron (NM_009922, intron 5 of 6)	B4|SINE|B4	6449	NR_106052	102466221	NA	NR_106052	ENSMUSG00000098646	Mir7084	Gm27978|mmu-mir-7084	microRNA 7084	ncRNA	22	30	62	98	92	158	153	198	92	115	159	136	103	201	289	101	96	56	12	0.00488626175209741	ZT13
chr12-1023	chr12	50550288	50550438	+	33.8	0	intron (NM_008858, intron 1 of 18)	intron (NM_008858, intron 1 of 18)	98860	NM_008858	18760	Mm.133719	NM_008858	ENSMUSG00000002688	Prkd1	PKD|PKD1|Pkcm|Prkcm	protein kinase D1	protein-coding	58	73	139	81	95	155	112	136	57	82	120	104	108	205	275	117	113	129	18	0.0649073511596943	ZT17
chr4-1602	chr4	150626040	150626190	+	33.8	0	Intergenic	Intergenic	26059	NM_001355737	242773	Mm.29280	NM_173774	ENSMUSG00000039838	Slc45a1	C230078B22|Dnb5	solute carrier family 45, member 1	protein-coding	87	112	157	103	125	161	168	143	78	88	91	86	96	91	189	124	137	122	2	0.0546578553591281	ZT1
chr4-1446	chr4	33058417	33058567	+	33.8	0	Intergenic	Intergenic	-4620	NM_008076	14409	Mm.6227	NM_008076	ENSMUSG00000023267	Gabrr2	-	gamma-aminobutyric acid (GABA) C receptor, subunit rho 2	protein-coding	77	75	123	92	107	183	177	176	94	120	157	115	77	105	277	63	69	72	10	0.0452500717492719	ZT9
chr17-1038	chr17	15130151	15130301	+	33.8	0	Intergenic	Intergenic	77167	NM_001034891	381062	Mm.393767	NM_183133	ENSMUSG00000036552	Ermard	2210404J11Rik|2410011O22Rik|AI448938	ER membrane associated RNA degradation	protein-coding	72	100	168	92	94	178	131	143	70	95	100	86	69	136	215	124	139	150	22	0.0452500717492719	ZT21
chr5-1334	chr5	122448855	122449005	+	33.8	0	Intergenic	Intergenic	26486	NM_019805	56317	Mm.37341	NM_019805	ENSMUSG00000029466	Anapc7	APC7|AW545589	anaphase promoting complex subunit 7	protein-coding	53	68	106	94	109	191	138	210	112	111	152	125	87	122	248	82	79	77	10	0.00873811946535779	ZT9
chr11-1843	chr11	116024118	116024268	+	33.8	0	intron (NM_008211, intron 1 of 3)	CpG-2838	311	NM_008211	15081	Mm.18516	NM_008211	ENSMUSG00000016559	H3f3b	9430068D06Rik|H3.3B	H3 histone, family 3B	protein-coding	85	86	138	116	111	163	187	144	107	88	105	92	86	136	202	93	113	109	8	0.0452500717492719	ZT9
chr7-1605	chr7	63919561	63919711	+	33.8	0	intron (NM_001256311, intron 2 of 2)	intron (NM_001256311, intron 2 of 2)	2779	NM_001256311	381994	Mm.425466	NM_001256311	ENSMUSG00000095061	E030018B13Rik	Gm1697	RIKEN cDNA E030018B13 gene	protein-coding	52	72	111	88	122	139	252	194	114	132	147	112	82	96	171	87	89	102	10	0.0206133492264304	ZT9
chr7-1504	chr7	77050961	77051111	+	33.7	0	intron (NM_001199224, intron 22 of 22)	MLTR31F_MM|LTR|ERVK	821149	NM_001199224	244071	Mm.322829	NM_172902	ENSMUSG00000025754	Agbl1	Ccp4|D430020F16|EG244071|Nna1-l1	ATP/GTP binding protein-like 1	protein-coding	45	75	117	100	103	155	144	145	84	102	107	97	121	161	266	103	109	117	14	0.0649073511596943	ZT13
chr9-1207	chr9	66510380	66510530	+	33.7	0	3' UTR (NM_175206, exon 2 of 2)	3' UTR (NM_175206, exon 2 of 2)	4138	NM_175206	74165	Mm.297998	NM_175206	ENSMUSG00000050503	Fbxl22	1110004B15Rik	F-box and leucine-rich repeat protein 22	protein-coding	68	88	169	105	114	177	193	197	106	91	110	79	82	98	226	91	84	74	8	0.0071053784429439	ZT9
chr15-998	chr15	86117742	86117892	+	33.7	0	intron (NM_172611, intron 3 of 18)	intron (NM_172611, intron 3 of 18)	59090	NM_001205353	223752	Mm.24442	NM_172611	ENSMUSG00000035900	Gramd4	9930016O13	GRAM domain containing 4	protein-coding	51	59	94	79	85	147	138	156	90	111	117	116	102	189	263	106	112	137	14	0.00178106957191925	ZT13
chr2-1828	chr2	58419449	58419599	+	33.7	0	Intergenic	Intergenic	-61766	NM_001111030	269275	Mm.77751	NM_001033369	ENSMUSG00000026834	Acvr1c	ACTR-IC|ACVRLK7|ALK7|Alk-7|C230097P10	activin A receptor, type IC	protein-coding	64	88	151	118	106	162	155	124	74	84	85	79	78	150	219	154	130	131	22	0.077236599220546	ZT21
chr1-1400	chr1	44015677	44015827	+	33.7	0	intron (NM_001013799, intron 2 of 4)	intron (NM_001013799, intron 2 of 4)	4254	NM_001013799	433294	Mm.123621	NM_001013799	ENSMUSG00000047343	Mettl21c	A530098C11Rik	methyltransferase like 21C	protein-coding	37	75	139	62	80	144	132	155	77	85	112	99	116	197	258	107	126	154	16	0.010917051581423	ZT17
chr8-1234	chr8	110820372	110820522	+	33.7	0	intron (NM_133953, intron 17 of 25)	intron (NM_133953, intron 17 of 25)	-14523	NM_001135100	76527	Mm.77697	NM_029646	ENSMUSG00000031750	Il34	2010004A03Rik|AI593503	interleukin 34	protein-coding	68	99	130	93	115	156	151	106	70	97	98	87	98	147	222	121	154	142	21	0.0310391655363696	ZT21
chr1-1500	chr1	10037877	10038027	+	33.7	0	promoter-TSS (NM_026493)	promoter-TSS (NM_026493)	207	NR_102282	26754	Mm.402384	NM_013715	ENSMUSG00000025917	Cops5	AI303502|CSN5|Jab1|Mov34|Sgn5	COP9 signalosome subunit 5	protein-coding	62	87	134	93	110	192	208	150	102	97	102	75	85	134	238	90	114	82	8	0.091432700055119	ZT9
chr3-1018	chr3	104639094	104639244	+	33.7	0	intron (NM_009196, intron 1 of 4)	CpG	505	NM_009196	20501	Mm.9086	NM_009196	ENSMUSG00000032902	Slc16a1	AL022710|Mct1	solute carrier family 16 (monocarboxylic acid transporters), member 1	protein-coding	82	100	137	102	104	158	244	172	96	92	102	106	72	114	160	96	100	119	6	0.077236599220546	ZT5
chr12-977	chr12	105790226	105790376	+	33.7	0	intron (NM_011112, intron 1 of 21)	MTD|LTR|ERVL-MaLR	5604	NM_001347440	18789	Mm.255877	NM_011112	ENSMUSG00000021111	Papola	Pap|PapIII|Plap	poly (A) polymerase alpha	protein-coding	53	70	115	94	102	166	166	147	85	105	127	88	96	156	228	111	120	125	14	0.0165323918984296	ZT13
chr7-1643	chr7	126676343	126676493	+	33.7	0	promoter-TSS (NM_133670)	promoter-TSS (NM_133670)	0	NM_133670	20887	Mm.368982	NM_133670	ENSMUSG00000030711	Sult1a1	AI266890|PST|ST1A1|ST1A4|Stp|Stp1|mSTp1	sulfotransferase family 1A, phenol-preferring, member 1	protein-coding	60	88	152	115	94	164	202	175	100	114	133	108	87	113	194	60	98	100	10	0.0247913445279724	ZT9
chr16-761	chr16	32939445	32939595	+	33.7	0	intron (NM_001081255, intron 1 of 20)	intron (NM_001081255, intron 1 of 20)	25420	NM_001310672	70144	Mm.491178	NM_001081255	ENSMUSG00000022801	Lrch3	2210409B11Rik|AW215594|Gm1742	leucine-rich repeats and calponin homology (CH) domain containing 3	protein-coding	76	103	170	125	100	187	173	158	77	93	95	77	65	115	242	81	102	114	4	0.0546578553591281	ZT5
chr12-892	chr12	8337767	8337917	+	33.7	0	intron (NM_021429, intron 6 of 6)	intron (NM_021429, intron 6 of 6)	24409	NM_021429	58240	Mm.309954	NM_021429	ENSMUSG00000020605	Hs1bp3	-	HCLS1 binding protein 3	protein-coding	75	90	135	106	120	165	221	183	111	95	116	74	72	121	190	77	115	88	8	0.00488626175209741	ZT9
chr18-613	chr18	75579671	75579821	+	33.7	0	intron (NM_201354, intron 6 of 11)	intron (NM_201354, intron 6 of 11)	65101	NR_045879	100038353	Mm.440724	NR_045879	ENSMUSG00000097712	Gm10532	-	predicted gene 10532	ncRNA	90	111	168	68	90	135	109	96	72	68	85	58	84	196	224	147	158	196	22	0.00383384259253848	ZT21
chr2-1724	chr2	31856172	31856322	+	33.7	0	Intergenic	Intergenic	-10242	NM_178887	98970	Mm.32080	NM_178887	ENSMUSG00000026841	Fibcd1	AI448887	fibrinogen C domain containing 1	protein-coding	93	132	304	79	78	164	187	96	71	58	66	63	42	156	186	101	137	138	0	0.0377238244831057	ZT1
chr12-914	chr12	16053861	16054011	+	33.7	0	Intergenic	Intergenic	-237151	NM_144551	217410	Mm.491136	NM_144551	ENSMUSG00000020601	Trib2	AW319517|TRB-2|TRB2	tribbles pseudokinase 2	protein-coding	80	94	147	96	105	132	154	113	68	70	91	54	79	169	257	154	176	114	22	0.0649073511596943	ZT21
chr3-1107	chr3	145861781	145861931	+	33.6	0	intron (NM_026993, intron 4 of 5)	intron (NM_026993, intron 4 of 5)	-62406	NM_009740	12042	Mm.239141	NM_009740	ENSMUSG00000028191	Bcl10	AI132454|BCL-10|C81403|CARMEN|CIPER|CLAP|ME10|cE10	B cell leukemia/lymphoma 10	protein-coding	51	81	111	76	91	166	134	131	80	84	126	117	107	184	278	99	111	116	16	0.077236599220546	ZT17
chr16-953	chr16	35006332	35006482	+	33.6	0	Intergenic	Tigger13a|DNA|TcMar-Tigger	-16014	NM_023587	70757	Mm.27286	NM_023587	ENSMUSG00000035376	Hacd2	6330408J20Rik|AI255777|AI481689|Hcad2|Ptplb	3-hydroxyacyl-CoA dehydratase 2	protein-coding	36	64	121	62	71	113	198	197	117	167	175	144	92	167	212	40	70	97	12	0.00583137953168869	ZT13
chr1-1513	chr1	166280618	166280768	+	33.6	0	intron (NM_001357429, intron 3 of 6)	intron (NM_001357429, intron 3 of 6)	26554	NM_001357428	100039795	Mm.101743	NM_001164528	ENSMUSG00000040612	Ildr2	2810478N18Rik|3110063L10Rik|AI852300|D1Ertd471e|Dbsm1|Ll	immunoglobulin-like domain containing receptor 2	protein-coding	71	85	190	93	127	137	162	93	70	48	59	44	75	147	231	170	169	179	22	0.0310391655363696	ZT21
chr5-1358	chr5	115512492	115512642	+	33.6	0	intron (NM_011223, intron 1 of 10)	intron (NM_011223, intron 1 of 10)	5891	NM_133915	19303	Mm.18714	NM_011223	ENSMUSG00000029528	Pxn	AW108311|AW123232|Pax	paxillin	protein-coding	56	98	146	90	101	148	153	124	81	81	103	84	96	186	232	108	131	127	18	0.091432700055119	ZT17
chr9-1168	chr9	59664932	59665082	+	33.6	0	intron (NM_001253883, intron 1 of 10)	intron (NM_001253883, intron 1 of 10)	8639	NM_011099	18746	Mm.326167	NM_011099	ENSMUSG00000032294	Pkm	AA414905|AL024370|AL024424|Pk-2|Pk-3|Pk3|Pkm2	pyruvate kinase, muscle	protein-coding	73	99	172	90	98	133	162	138	67	79	96	75	75	131	222	125	121	190	22	0.0546578553591281	ZT21
chr4-1435	chr4	9615970	9616120	+	33.6	0	intron (NM_001290367, intron 3 of 22)	intron (NM_001290367, intron 3 of 22)	27672	NM_001177853	65973	Mm.222206	NM_023066	ENSMUSG00000028207	Asph	2310005F16Rik|3110001L23Rik|AI848629|AW261690|AW561901|BAH|C79816|cI-37	aspartate-beta-hydroxylase	protein-coding	48	72	134	64	76	145	149	146	85	84	106	93	92	180	249	111	147	166	17	0.0310391655363696	ZT17
chr16-795	chr16	92268021	92268171	+	33.6	0	Intergenic	Intergenic	-24293	NM_134110	246133	Mm.156736	NM_134110	ENSMUSG00000039672	Kcne2	2200002I16Rik|AW048273|MiRP1	potassium voltage-gated channel, Isk-related subfamily, gene 2	protein-coding	111	158	266	100	123	146	188	126	87	69	77	82	61	80	145	121	118	90	4	0.0310391655363696	ZT5
chr8-1217	chr8	124586169	124586319	+	33.6	0	intron (NM_023709, intron 1 of 19)	intron (NM_023709, intron 1 of 19)	10133	NM_023709	73647	Mm.6209	NM_023709	ENSMUSG00000031981	Capn9	2200003B16Rik|GC36|nCL-4|nCL4	calpain 9	protein-coding	71	78	144	97	117	148	203	188	92	90	158	109	95	111	200	90	70	88	10	0.0206133492264304	ZT9
chr16-810	chr16	18416332	18416482	+	33.6	0	intron (NM_007744, intron 1 of 4)	intron (NM_007744, intron 1 of 4)	-2913	NM_001111063	12846	Mm.100940	NM_007744	ENSMUSG00000000326	Comt	Comt1|D16Wsu103e|D330014B15Rik	catechol-O-methyltransferase	protein-coding	72	103	164	84	98	157	176	148	69	75	84	80	88	126	191	135	169	130	0	0.0546578553591281	ZT1
chr13-916	chr13	51100747	51100897	+	33.6	0	promoter-TSS (NR_029463)	promoter-TSS (NR_029463)	-58	NM_001283028	20729	Mm.188432	NM_011462	ENSMUSG00000021395	Spin1	Spin	spindlin 1	protein-coding	72	97	156	102	111	175	180	137	106	97	97	97	71	133	181	99	123	109	6	0.0452500717492719	ZT5
chr2-1697	chr2	145274115	145274265	+	33.6	0	intron (NM_053195, intron 2 of 16)	intron (NM_053195, intron 2 of 16)	31579	NM_053195	94249	Mm.217171	NM_053195	ENSMUSG00000063873	Slc24a3	NCKX3	solute carrier family 24 (sodium/potassium/calcium exchanger), member 3	protein-coding	51	74	132	91	77	136	157	155	72	106	99	99	97	186	305	86	124	103	16	0.0546578553591281	ZT17
chr9-1286	chr9	67328535	67328685	+	33.6	0	intron (NM_001081242, intron 27 of 57)	intron (NM_001081242, intron 27 of 57)	-91884	NR_029576	387185	NA	NR_029576	ENSMUSG00000076379	Mir190a	Mir190|Mirn190|mir-190|mir-190a|mmu-mir-190|mmu-mir-190a	microRNA 190a	ncRNA	67	100	172	75	88	103	146	113	76	76	79	67	69	158	240	142	196	181	22	0.0452500717492719	ZT21
chr3-1060	chr3	95945898	95946048	+	33.6	0	3' UTR (NM_001253758, exon 5 of 5)	3' UTR (NM_001253758, exon 5 of 5)	16716	NM_023210	66471	Mm.218657	NM_023210	ENSMUSG00000015749	Anp32e	2810018A15Rik|AI047746|AI326868|CPD1|LANP-L|LANPL|mLANP-L	acidic (leucine-rich) nuclear phosphoprotein 32 family, member E	protein-coding	56	58	146	76	76	122	115	105	70	79	111	128	89	177	246	191	172	132	20	0.0452500717492719	ZT21
chr5-1610	chr5	91519140	91519290	+	33.6	0	intron (NM_145562, intron 1 of 3)	intron (NM_145562, intron 1 of 3)	1515	NM_145562	231440	Mm.5002	NM_145562	ENSMUSG00000034981	Parm1	2210012L08Rik|9130213B05Rik|W91666	prostate androgen-regulated mucin-like protein 1	protein-coding	92	112	195	51	53	162	111	110	64	82	98	114	100	138	197	161	150	159	22	0.0452500717492719	ZT21
chr3-1031	chr3	107261948	107262098	+	33.6	0	Intergenic	LTR37B|LTR|ERV1	-16835	NM_026774	68576	Mm.290035	NM_026774	ENSMUSG00000087260	Lamtor5	1110003H18Rik|Hbxip|XIP	late endosomal/lysosomal adaptor, MAPK and MTOR activator 5	protein-coding	55	80	157	94	118	141	233	170	100	122	136	128	52	123	195	62	62	113	10	0.0377238244831057	ZT9
chr6-1270	chr6	106820807	106820957	+	33.6	0	Intergenic	Intergenic	-20795	NM_175357	58799	Mm.290085	NM_021449	ENSMUSG00000005362	Crbn	2610203G15Rik|2900045O07Rik|AF229032|AW108261|piL	cereblon	protein-coding	70	84	146	94	73	116	125	144	74	111	123	83	111	178	229	109	145	132	18	0.0132923364728598	ZT17
chr19-792	chr19	44069728	44069878	+	33.6	0	promoter-TSS (NM_001164359)	promoter-TSS (NM_001164359)	-18	NM_001164360	226144	Mm.279865	NM_145502	ENSMUSG00000025198	Erlin1	2810439N09Rik|C80197|Keo4|Spfh1	ER lipid raft associated 1	protein-coding	83	95	152	102	112	195	164	167	77	95	108	93	82	128	177	100	108	111	6	0.0377238244831057	ZT5
chr16-832	chr16	30388777	30388927	+	33.6	0	promoter-TSS (NM_001128094)	promoter-TSS (NM_001128094)	-322	NM_001128096	224088	Mm.8924	NM_001128094	ENSMUSG00000022533	Atp13a3	AU022875|Gm1745|Gm541|Gm542	ATPase type 13A3	protein-coding	67	93	147	113	107	193	181	172	89	80	100	69	70	126	211	87	115	123	6	0.0132923364728598	ZT5
chr10-1205	chr10	20561169	20561319	+	33.5	0	intron (NM_013875, intron 2 of 12)	intron (NM_013875, intron 2 of 12)	-12916	NM_001347366	29863	Mm.425617	NM_013875	ENSMUSG00000019990	Pde7b	-	phosphodiesterase 7B	protein-coding	61	87	174	109	128	178	190	150	78	101	93	77	81	106	179	109	118	121	4	0.091432700055119	ZT5
chr13-927	chr13	30910799	30910949	+	33.5	0	intron (NM_025588, intron 7 of 27)	intron (NM_025588, intron 7 of 27)	36887	NM_153072	210554	Mm.450571	NM_153072	ENSMUSG00000076430	Hus1b	-	HUS1 checkpoint clamp component B	protein-coding	40	62	141	81	91	120	230	154	109	123	155	127	87	126	236	96	100	60	12	0.00873811946535779	ZT13
chr16-756	chr16	38902284	38902434	+	33.5	0	promoter-TSS (NM_170599)	promoter-TSS (NM_170599)	14	NM_170599	207683	Mm.245564	NM_170599	ENSMUSG00000022790	Igsf11	1700025L02Rik|BT-IgSF|Igsf13	immunoglobulin superfamily, member 11	protein-coding	81	89	157	113	109	178	167	178	96	96	106	88	90	108	201	85	118	77	8	0.091432700055119	ZT9
chr3-1204	chr3	152114944	152115094	+	33.5	0	intron (NM_016867, intron 3 of 5)	intron (NM_016867, intron 3 of 5)	50881	NM_016867	54120	Mm.97	NM_016867	ENSMUSG00000039131	Gipc2	2200002N01Rik|AU021850|Semcap2	GIPC PDZ domain containing family, member 2	protein-coding	62	83	102	71	91	126	170	179	101	121	123	125	71	147	237	85	112	132	13	0.0546578553591281	ZT13
chrX-298	chrX	53435804	53435954	+	33.5	0	intron (NM_175147, intron 1 of 1)	intron (NM_175147, intron 1 of 1)	961	NM_175147	69501	Mm.63828	NM_175147	ENSMUSG00000060967	Etd	1700030K02Rik	embryonic testis differentiation	protein-coding	50	82	139	64	72	106	142	158	67	93	108	86	91	223	262	114	120	162	18	0.00488626175209741	ZT17
chr5-1688	chr5	136953806	136953956	+	33.5	0	intron (NM_001347504, intron 1 of 3)	intron (NM_001347504, intron 1 of 3)	606	NM_001347504	66437	Mm.25849	NM_025562	ENSMUSG00000019054	Fis1	2010003O14Rik|Ttc11	fission, mitochondrial 1	protein-coding	78	112	172	84	69	105	147	149	73	80	93	79	78	166	222	120	145	167	22	0.077236599220546	ZT21
chr13-1862	chr13	9834295	9834445	+	33.5	0	Intergenic	L1Md_T|LINE|L1	-69049	NM_144516	66505	Mm.397307	NM_144516	ENSMUSG00000021156	Zmynd11	2210402G22Rik|BS69	zinc finger, MYND domain containing 11	protein-coding	47	91	172	100	94	126	133	124	71	87	99	95	84	159	216	113	129	200	20	0.091432700055119	ZT21
chr15-985	chr15	98982256	98982406	+	33.5	0	Intergenic	Intergenic	-3634	NR_045991	75951	Mm.441657	NR_045991	ENSMUSG00000097587	4930578M01Rik	3010001K12Rik	RIKEN cDNA 4930578M01 gene	ncRNA	63	69	106	98	91	162	139	183	83	108	132	113	123	136	226	101	85	121	12	0.091432700055119	ZT13
chr1-1269	chr1	86448012	86448162	+	33.5	0	Intergenic	Intergenic	21758	NM_027966	71863	Mm.179627	NM_027966	ENSMUSG00000036574	Tex44	1700019O17Rik	testis expressed 44	protein-coding	88	136	195	110	143	153	253	157	103	66	84	59	80	69	151	122	121	50	4	0.091432700055119	ZT5
chr1-1592	chr1	143982372	143982522	+	33.5	0	Intergenic	Intergenic	21702	NM_009061	19735	Mm.28262	NM_009061	ENSMUSG00000026360	Rgs2	GOS8	regulator of G-protein signaling 2	protein-coding	79	107	153	60	63	113	146	140	61	82	89	67	90	162	187	156	197	191	20	0.0649073511596943	ZT21
chr11-1913	chr11	40694917	40695067	+	33.5	0	5' UTR (NM_001199274, exon 1 of 7)	5' UTR (NM_001199274, exon 1 of 7)	211	NM_001199274	108645	Mm.293771	NM_134017	ENSMUSG00000042032	Mat2b	1110064C04Rik|2410018D16Rik|AI182287|AU022853|MAT-II|MATIIbeta|TGR	methionine adenosyltransferase II, beta	protein-coding	78	113	156	118	115	187	192	161	98	86	103	77	82	93	177	96	95	117	6	0.0165323918984296	ZT5
chr13-1019	chr13	21975016	21975166	+	33.5	0	Intergenic	tRNA-Met-i|tRNA|tRNA	-6090	NM_001162928	195236	Mm.204664	NM_001162928	ENSMUSG00000016982	Pom121l2	Gm24	POM121 membrane glycoprotein-like 2 (rat)	protein-coding	69	87	128	90	71	136	112	96	65	78	121	84	105	170	245	148	147	191	20	0.00178106957191925	ZT21
chr13-948	chr13	5164508	5164658	+	33.5	0	Intergenic	MTD|LTR|ERVL-MaLR	-555419	NM_018859	56043	Mm.251908	NM_018859	ENSMUSG00000045410	Akr1e1	1810061I10Rik|Akr1e2	aldo-keto reductase family 1, member E1	protein-coding	54	85	154	71	84	152	166	138	62	82	120	83	101	178	247	121	106	133	18	0.077236599220546	ZT17
chr7-1599	chr7	25719027	25719177	+	33.4	0	promoter-TSS (NM_028771)	promoter-TSS (NM_028771)	-49	NM_028771	52132	Mm.278798	NM_028771	ENSMUSG00000002608	Ccdc97	1200014H14Rik|2810446P04Rik|AA545218|D7Ertd462e	coiled-coil domain containing 97	protein-coding	72	95	156	103	118	162	166	158	84	89	102	89	77	121	210	103	110	118	4	0.00583137953168869	ZT5
chr4-1690	chr4	134814301	134814451	+	33.4	0	intron (NM_001355499, intron 7 of 11)	intron (NM_001355499, intron 7 of 11)	38969	NM_001355501	66146	Mm.99793	NM_025382	ENSMUSG00000028826	Tmem57	1110007C24Rik|9230118A01Rik|AI317300|AI606104|C61|Maco1	transmembrane protein 57	protein-coding	37	45	81	87	125	152	267	182	130	108	144	115	76	122	178	112	118	55	10	0.0132923364728598	ZT9
chr5-1351	chr5	89882172	89882322	+	33.4	0	intron (NM_001081401, intron 1 of 21)	intron (NM_001081401, intron 1 of 21)	1087	NM_177872	330119	Mm.133062	NM_177872	ENSMUSG00000043635	Adamts3	1100001H14Rik|6330442E02Rik	a disintegrin-like and metallopeptidase (reprolysin type) with thrombospondin type 1 motif, 3	protein-coding	59	78	125	99	129	160	181	167	83	134	139	106	96	92	197	88	100	101	10	0.0377238244831057	ZT9
chr8-1268	chr8	127704570	127704720	+	33.4	0	Intergenic	Intergenic	404993	NM_001013580	93742	Mm.299254	NM_033620	ENSMUSG00000025812	Pard3	AA960621|AI256638|Asip|D8Ertd580e|Par-3|Par3|Pard-3|Pard3a|Phip	par-3 family cell polarity regulator	protein-coding	49	87	138	78	84	147	136	119	65	101	110	99	89	217	224	114	129	147	18	0.077236599220546	ZT17
chr6-1217	chr6	56901874	56902024	+	33.4	0	promoter-TSS (NM_001252374)	promoter-TSS (NM_001252374)	-63	NM_001252374	107569	Mm.158936	NM_026004	ENSMUSG00000029780	Nt5c3	1600024P05Rik|2610206B05Rik|3110004A18Rik|AI842776|Nt5c3a|Nt5y|P5'N-1|P5N-1|PN-1|PN-I|PSN1|UMPH|Umph-1|Umph1|cN-III|lupin|p36	5'-nucleotidase, cytosolic III	protein-coding	58	73	124	73	101	166	169	150	87	108	129	97	90	134	250	96	118	110	13	0.00873811946535779	ZT13
